accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,core_type,size,isXBRL,isInlineXBRL,isXBRLNumeric,primaryDocument,primaryDocDescription,likely_btc
0000928385-99-001949,1999-06-02,1999-05-27,1999-06-02T04:00:00.000Z,,8-K,000-24435,99638859,"5,7",8-K,12795,0,0,,,FORM 8-K,False
0000950109-00-000093,2000-01-07,1999-12-23,2000-01-07T05:00:00.000Z,,8-K,000-24435,503630,"5,7",8-K,17164,0,0,,,FORM 8-K,False
0000928385-00-000821,2000-03-23,2000-03-20,2000-03-23T05:00:00.000Z,,8-K,000-24435,576087,"5,7",8-K,17926,0,0,,,FORM 8-K,False
0000928385-00-001753,2000-06-19,2000-06-19,2000-06-19T04:00:00.000Z,,8-K,000-24435,657286,"5,7",8-K,285397,0,0,,0001.txt,FORM 8-K,False
0000928385-00-002084,2000-08-03,2000-07-26,2000-08-03T04:00:00.000Z,,8-K,000-24435,685029,5,8-K,39254,0,0,,0001.txt,FORM 8-K,False
0001050446-00-000022,2000-11-06,2000-10-18,2000-11-06T05:00:00.000Z,,8-K,000-24435,753855,1,8-K,469397,0,0,,0001.txt,FORM 8-K,False
0000928385-01-000306,2001-02-07,2001-02-06,2001-02-07T05:00:00.000Z,,8-K,000-24435,1526592,5,8-K,24423,0,0,,0001.txt,FORM 8-K,False
0000928385-01-000477,2001-02-15,2001-02-13,2001-02-15T05:00:00.000Z,,8-K,000-24435,1546653,5,8-K,528148,0,0,,0001.txt,FORM 8-K,False
0000928385-01-000742,2001-03-09,2001-03-07,2001-03-09T05:00:00.000Z,,8-K,000-24435,1564190,5,8-K,8703,0,0,,0001.txt,FORM 8-K,False
0000928385-01-000986,2001-04-04,2001-04-03,2001-04-04T04:00:00.000Z,,8-K,000-24435,1595194,5,8-K,794094,0,0,,0001.txt,FORM 8-K,False
0000928385-01-500612,2001-05-02,2001-04-30,2001-05-02T04:00:00.000Z,,8-K,000-24435,1620375,5,8-K,17926,0,0,,d8k.txt,FORM 8-K,False
0000928385-01-501131,2001-06-18,2001-06-14,2001-06-18T04:00:00.000Z,,8-K,000-24435,1662307,5,8-K,973052,0,0,,d8k.txt,CURRENT REPORT,False
0000928385-01-501151,2001-06-20,2001-06-14,2001-06-20T04:00:00.000Z,,8-K,000-24435,1663742,5,8-K,299102,0,0,,d8k.txt,CURRENT REPORT,False
0000928385-01-501281,2001-07-06,2001-07-02,2001-07-06T04:00:00.000Z,,8-K,000-24435,1675743,5,8-K,13187,0,0,,d8k.txt,CURRENT REPORT,False
0000928385-01-501404,2001-08-07,2001-07-31,2001-08-07T04:00:00.000Z,,8-K,000-24435,1700193,5,8-K,52489,0,0,,d8k.txt,FORM 8-K,False
0000928385-01-501690,2001-09-05,2001-08-29,2001-09-05T04:00:00.000Z,,8-K,000-24435,1731575,"5,7",8-K,44424,0,0,,d8k.txt,FORM 8-K,False
0000928385-01-501932,2001-10-01,2001-09-28,2001-10-01T04:00:00.000Z,,8-K,000-24435,1749234,5,8-K,3834,0,0,,d8k.txt,CURRENT REPORT,False
0000928385-01-502085,2001-10-15,2001-10-11,2001-10-15T04:00:00.000Z,,8-K,000-24435,1758576,9,8-K,6267,0,0,,d8k.txt,CURRENT REPORT,False
0000928385-01-502232,2001-11-01,2001-10-30,2001-11-01T05:00:00.000Z,,8-K,000-24435,1772551,5,8-K,54901,0,0,,d8k.txt,FORM 8-K,False
0000928385-02-000322,2002-02-08,2002-01-31,2002-02-08T05:00:00.000Z,,8-K,000-24435,02532425,5,8-K,58190,0,0,,d8k.txt,FORM 8-K,False
0000916641-02-000648,2002-05-01,2002-04-26,2002-05-01T20:30:24.000Z,,8-K,000-24435,02630272,5,8-K,73792,0,0,,d8k.txt,CURRENT REPORT,False
0000916641-02-000989,2002-06-20,2002-06-19,2002-06-20T20:22:35.000Z,,8-K,000-24435,02683325,5,8-K,4925,0,0,,d8k.txt,CURRENT REPORT,False
0000916641-02-000996,2002-06-25,2002-06-24,2002-06-25T13:02:42.000Z,,8-K,000-24435,02685935,5,8-K,5331,0,0,,d8k.txt,FORM 8-K,False
0000931763-02-002552,2002-07-30,2002-07-30,2002-07-30T01:53:49.000Z,,8-K,000-24435,02713847,5,8-K,6043,0,0,,d8k.txt,CURRENT REPORT,False
0000916641-02-001150,2002-07-31,2002-07-25,2002-07-31T12:42:59.000Z,,8-K,000-24435,02715303,5,8-K,544958,0,0,,d8k.txt,CURRENT REPORT,False
0000916641-02-001207,2002-08-08,2002-08-06,2002-08-07T21:39:49.000Z,,8-K,000-24435,02722165,5,8-K,129946,0,0,,d8k.txt,CURRENT REPORT,False
0000916641-02-001679,2002-10-25,2002-10-24,2002-10-25T19:10:58.000Z,,8-K,000-24435,02798617,5,8-K,429039,0,0,,d8k.htm,FORM 8-K DATED 10/24/2002,False
0000916641-02-002081,2002-12-11,2002-12-10,2002-12-11T13:11:45.000Z,,8-K,000-24435,02854131,9,8-K,6714,0,0,,d8k.txt,CURRENT REPORT,False
0000916641-03-000118,2003-01-31,2003-01-30,2003-01-31T21:44:48.000Z,,8-K,000-24435,03534977,9,8-K,423167,0,0,,d8k.htm,CURRENT REPORT,False
0000928385-03-001219,2003-04-18,2003-04-16,2003-04-18T21:14:24.000Z,,8-K,000-24435,03656021,5,8-K,12469,0,0,,d8k.txt,FORM 8-K,False
0000916641-03-001213,2003-04-30,2003-04-29,2003-04-30T21:18:41.000Z,,8-K,000-24435,03674146,"7,9",8-K,272343,0,0,,d8k.htm,CURRENT REPORT,False
0001021408-03-008041,2003-05-20,2003-05-19,2003-05-19T23:54:56.000Z,,8-K,000-24435,03711302,5,8-K,235993,0,0,,d8k.htm,"FORM 8-K DATED MAY 19,2003",False
0001193125-03-012456,2003-06-24,2003-06-23,2003-06-24T21:17:04.000Z,,8-K,000-24435,03755558,5,8-K,25351,0,0,,d8k.htm,CURRENT REPORT,False
0000950168-03-002322,2003-08-01,2003-07-29,2003-08-01T00:06:47.000Z,,8-K,000-24435,03816115,"5,7",8-K,315942,0,0,,d8k.htm,FORM 8-K,False
0001193125-03-068494,2003-10-28,2003-10-28,2003-10-28T21:29:17.000Z,,8-K,000-24435,03961241,"5,7",8-K,337573,0,0,,d8k.htm,CURRENT REPORT,False
0001193125-03-093608,2003-12-12,2003-12-10,2003-12-12T21:13:47.000Z,,8-K,000-24435,031052100,"5,7",8-K,26764,0,0,,d8k.htm,FORM 8-K,False
0001193125-04-011312,2004-01-29,2004-01-29,2004-01-29T21:32:02.000Z,,8-K,000-24435,04552864,"5,7",8-K,330094,0,0,,d8k.htm,FORM 8-K,False
0001193125-04-070961,2004-04-27,2004-04-27,2004-04-27T20:33:59.000Z,,8-K,000-24435,04757351,"5,7",8-K,178411,0,0,,d8k.htm,FORM 8-K,False
0001193125-04-093673,2004-05-25,2004-05-19,2004-05-24T22:45:20.000Z,,8-K,000-24435,04828236,"5,7",8-K,237051,0,0,,d8k.htm,FORM 8-K,False
0001193125-04-125374,2004-07-27,2004-07-27,2004-07-27T20:45:38.000Z,,8-K,000-24435,04933765,"5,7",8-K,253493,0,0,,d8k.htm,FORM 8-K,False
0001193125-04-178292,2004-10-26,2004-10-25,2004-10-26T20:35:37.000Z,34,8-K,000-24435,041097051,"1.01,2.02,5.02,8.01,9.01",8-K,257510,0,0,,d8k.htm,FORM 8-K,True
0001193125-04-197592,2004-11-15,2004-11-08,2004-11-15T22:29:25.000Z,34,8-K,000-24435,041147096,"3.01,5.02",8-K,15606,0,0,,d8k.htm,FORM 8-K,False
0001193125-04-198389,2004-11-16,2004-11-09,2004-11-16T21:19:50.000Z,34,8-K,000-24435,041149738,3.01,8-K,14257,0,0,,d8k.htm,FORM 8-K,False
0001193125-04-213852,2004-12-15,2004-12-09,2004-12-15T22:11:51.000Z,34,8-K,000-24435,041205567,"5.02,9.01",8-K,28865,0,0,,d8k.htm,FORM 8-K,False
0001193125-05-013288,2005-01-27,2005-01-26,2005-01-27T22:28:32.000Z,34,8-K,000-24435,05554860,"1.01,2.02,8.01,9.01",8-K,284274,0,0,,d8k.htm,MICROSTRATEGY INCORPORATED,True
0001193125-05-037577,2005-02-25,2005-02-21,2005-02-26T00:14:21.000Z,34,8-K,000-24435,05642936,"1.01,9.01",8-K,379760,0,0,,d8k.htm,FORM 8-K,False
0001193125-05-051150,2005-03-15,2005-03-09,2005-03-15T21:47:15.000Z,34,8-K,000-24435,05682207,"4.01,9.01",8-K,21906,0,0,,d8k.htm,MICROSTRATEGY INCORPORATED,False
0001193125-05-085330,2005-04-26,2005-04-20,2005-04-26T21:03:25.000Z,34,8-K,000-24435,05773816,1.01,8-K,16750,0,0,,d8k.htm,FORM 8-K,False
0001193125-05-088817,2005-04-28,2005-04-28,2005-04-28T21:22:00.000Z,34,8-K,000-24435,05781740,"4.01,9.01",8-K,16855,0,0,,d8k.htm,MICROSTRATEGY INCORPORATED,False
0001193125-05-088796,2005-04-28,2005-04-26,2005-04-28T21:16:49.000Z,34,8-K,000-24435,05781667,"2.02,8.01,9.01",8-K,142630,0,0,,d8k.htm,MICROSTRATEGY INCORPORATED,True
0001193125-05-105620,2005-05-12,2005-05-06,2005-05-12T20:43:23.000Z,34,8-K,000-24435,05824982,1.01,8-K,15818,0,0,,d8k.htm,FORM 8-K,False
0001193125-05-129264,2005-06-22,2005-06-16,2005-06-22T19:29:15.000Z,34,8-K,000-24435,05910146,5.02,8-K,14371,0,0,,d8k.htm,FORM 8-K,False
0001193125-05-143073,2005-07-15,2005-07-15,2005-07-15T19:27:27.000Z,34,8-K,000-24435,05957290,8.01,8-K,15432,0,0,,d8k.htm,FORM 8-K,True
0001193125-05-151582,2005-07-29,2005-07-28,2005-07-28T21:59:02.000Z,34,8-K,000-24435,05982283,"2.02,8.01,9.01",8-K,190292,0,0,,d8k.htm,MICROSTRATEGY INCORPORATED,True
0001193125-05-170367,2005-08-18,2005-08-12,2005-08-17T22:20:01.000Z,34,8-K,000-24435,051034340,1.01,8-K,14443,0,0,,d8k.htm,FORM 8-K,False
0001193125-05-210003,2005-10-27,2005-10-27,2005-10-27T20:30:12.000Z,34,8-K,000-24435,051160395,"2.02,8.01,9.01",8-K,170996,0,0,,d8k.htm,"MICROSTRATEGY, INC.",True
0001193125-05-243270,2005-12-15,2005-12-09,2005-12-15T19:16:11.000Z,34,8-K,000-24435,051266170,1.01,8-K,14285,0,0,,d8k.htm,FORM 8-K,False
0001193125-06-017326,2006-02-01,2006-01-26,2006-02-01T21:40:37.000Z,34,8-K,000-24435,06570144,"2.02,5.02,8.01,9.01",8-K,175634,0,0,,d8k.htm,"MICROSTRATEGY, INC.",True
0001193125-06-038904,2006-02-24,2006-02-20,2006-02-24T21:33:59.000Z,34,8-K,000-24435,06643373,"1.01,5.02",8-K,15954,0,0,,d8k.htm,FORM 8-K,False
0001193125-06-074873,2006-04-06,2006-03-31,2006-04-06T20:47:25.000Z,34,8-K,000-24435,06745563,1.01,8-K,14321,0,0,,d8k.htm,FORM 8-K,False
0001193125-06-083523,2006-04-19,2006-04-14,2006-04-19T21:09:24.000Z,34,8-K,000-24435,06767904,5.02,8-K,13197,0,0,,d8k.htm,FORM 8-K,False
0001193125-06-093080,2006-04-28,2006-04-27,2006-04-28T20:55:58.000Z,34,8-K,000-24435,06790901,"2.02,8.01,9.01",8-K,129085,0,0,,d8k.htm,MICROSTRATEGY INCORPORATED,True
0001193125-06-123602,2006-06-02,2006-05-26,2006-06-02T20:03:14.000Z,34,8-K,000-24435,06883441,1.01,8-K,13285,0,0,,d8k.htm,FORM 8-K,False
0001193125-06-151838,2006-07-24,2006-07-18,2006-07-24T21:13:15.000Z,34,8-K,000-24435,06977122,1.01,8-K,13926,0,0,,d8k.htm,FORM 8-K,False
0001193125-06-156081,2006-07-28,2006-07-27,2006-07-28T20:30:40.000Z,34,8-K,000-24435,06988404,"2.02,8.01,9.01",8-K,148443,0,0,,d8k.htm,FORM 8-K,True
0001193125-06-194928,2006-09-21,2006-09-14,2006-09-21T21:30:15.000Z,34,8-K,000-24435,061102826,"8.01,9.01",8-K,22995,0,0,,d8k.htm,FORM 8-K,True
0001193125-06-212856,2006-10-23,2006-10-17,2006-10-23T20:27:02.000Z,34,8-K,000-24435,061158087,1.01,8-K,14253,0,0,,d8k.htm,FORM 8-K,False
0001193125-06-218892,2006-10-31,2006-10-26,2006-10-31T16:23:25.000Z,34,8-K,000-24435,061174330,"2.02,8.01,9.01",8-K,144221,0,0,,d8k.htm,FORM 8-K,True
0001193125-06-223769,2006-11-03,2006-11-01,2006-11-03T21:44:01.000Z,34,8-K,000-24435,061187402,"2.02,8.01,9.01",8-K,30975,0,0,,d8k.htm,FORM 8-K,True
0001193125-07-017616,2007-02-01,2007-01-26,2007-02-01T02:57:13.000Z,34,8-K,000-24435,07569856,"1.01,2.02,8.01,9.01",8-K,12328708,0,0,,d8k.htm,FORM 8-K,True
0001193125-07-042731,2007-02-28,2007-02-22,2007-02-28T21:52:12.000Z,34,8-K,000-24435,07658626,5.02,8-K,15515,0,0,,d8k.htm,FORM 8-K,False
0001193125-07-109990,2007-05-10,2007-05-07,2007-05-10T18:45:10.000Z,34,8-K,000-24435,07836976,"2.02,8.01,9.01",8-K,126993,0,0,,d8k.htm,FORM 8-K,True
0001193125-07-124834,2007-05-29,2007-05-22,2007-05-29T20:58:44.000Z,34,8-K,000-24435,07884306,5.02,8-K,14967,0,0,,d8k.htm,FORM 8-K,False
0001193125-07-169399,2007-08-02,2007-07-27,2007-08-02T19:44:49.000Z,34,8-K,000-24435,071020366,"2.02,9.01",8-K,346560,0,0,,d8k.htm,MICROSTRATEGY INC.,False
0001193125-07-235137,2007-11-05,2007-10-30,2007-11-05T21:58:42.000Z,34,8-K,000-24435,071214712,"2.02,9.01",8-K,356439,0,0,,d8k.htm,FORM 8-K,False
0001193125-08-023115,2008-02-07,2008-02-01,2008-02-07T22:18:45.000Z,34,8-K,000-24435,08586077,"2.02,9.01",8-K,352344,0,0,,d8k.htm,FORM 8-K,False
0001193125-08-060859,2008-03-19,2008-03-13,2008-03-19T20:02:24.000Z,34,8-K,000-24435,08699410,"5.02,9.01",8-K,64223,0,0,,d8k.htm,FORM 8-K,False
0001193125-08-106035,2008-05-07,2008-05-01,2008-05-07T21:03:20.000Z,34,8-K,000-24435,08810744,"2.02,9.01",8-K,145836,0,0,,d8k.htm,FORM 8-K,False
0001193125-08-146597,2008-07-03,2008-06-27,2008-07-03T18:26:56.000Z,34,8-K,000-24435,08938169,5.02,8-K,15486,0,0,,d8k.htm,FORM 8-K,False
0001193125-08-166138,2008-08-05,2008-08-04,2008-08-05T16:36:33.000Z,34,8-K,000-24435,08990369,"2.02,9.01",8-K,332807,0,0,,d8k.htm,FORM 8-K,False
0001193125-08-221701,2008-10-31,2008-10-30,2008-10-31T20:58:29.000Z,34,8-K,000-24435,081155217,"2.02,9.01",8-K,329539,0,0,,d8k.htm,FORM 8-K,False
0001193125-08-253616,2008-12-15,2008-12-09,2008-12-15T22:01:41.000Z,34,8-K,000-24435,081250339,"5.02,9.01",8-K,44148,0,0,,d8k.htm,FORM 8-K,False
0001193125-09-017807,2009-02-04,2009-02-02,2009-02-04T00:27:52.000Z,34,8-K,000-24435,09566494,"2.02,9.01",8-K,335795,0,0,,d8k.htm,FORM 8-K,False
0001193125-09-034200,2009-02-20,2009-02-13,2009-02-20T21:50:07.000Z,34,8-K,000-24435,09625672,"1.01,2.01,9.01",8-K,23008,0,0,,d8k.htm,FORM 8-K,False
0001193125-09-057753,2009-03-18,2009-03-12,2009-03-18T20:56:50.000Z,34,8-K,000-24435,09691448,5.02,8-K,16327,0,0,,d8k.htm,FORM 8-K,False
0001193125-09-065331,2009-03-27,2009-03-24,2009-03-27T13:27:02.000Z,34,8-K,000-24435,09708201,5.02,8-K,14780,0,0,,d8k.htm,FORM 8-K,False
0001193125-09-073242,2009-04-06,2009-03-31,2009-04-06T13:29:17.000Z,34,8-K,000-24435,09733978,5.02,8-K,13550,0,0,,d8k.htm,FORM 8-K,False
0001193125-09-096355,2009-05-01,2009-04-27,2009-05-01T20:53:05.000Z,34,8-K,000-24435,09790140,"5.02,9.01",8-K,52980,0,0,,d8k.htm,FORM 8-K,False
0001193125-09-108600,2009-05-12,2009-05-06,2009-05-12T20:43:42.000Z,34,8-K,000-24435,09819336,"2.02,9.01",8-K,233055,0,0,,d8k.htm,FORM 8-K,False
0001193125-09-150198,2009-07-16,2009-07-10,2009-07-16T21:04:07.000Z,34,8-K,000-24435,09948652,"5.02,9.01",8-K,120062,0,0,,d8k.htm,FORM 8-K,False
0001193125-09-162436,2009-08-04,2009-07-30,2009-08-03T22:26:09.000Z,34,8-K,000-24435,09981302,"2.02,9.01",8-K,366661,0,0,,d8k.htm,FORM 8-K,False
0001193125-09-189425,2009-09-09,2009-09-02,2009-09-09T21:04:40.000Z,34,8-K,000-24435,091061042,"5.02,9.01",8-K,184823,0,0,,d8k.htm,FORM 8-K,False
0001193125-09-193795,2009-09-18,2009-09-17,2009-09-17T23:52:17.000Z,34,8-K,000-24435,091075473,5.02,8-K,15437,0,0,,d8k.htm,FORM 8-K,False
0001193125-09-223926,2009-11-04,2009-10-29,2009-11-04T22:00:30.000Z,34,8-K,000-24435,091158428,"2.02,9.01",8-K,380439,0,0,,d8k.htm,FORM 8-K,False
0001193125-10-024656,2010-02-09,2010-02-03,2010-02-08T23:41:36.000Z,34,8-K,000-24435,10582050,"2.02,9.01",8-K,368657,0,0,,d8k.htm,FORM 8-K,False
0001193125-10-037658,2010-02-23,2010-02-17,2010-02-23T21:43:41.000Z,34,8-K,000-24435,10626477,5.02,8-K,18329,0,0,,d8k.htm,FORM 8-K,False
0001193125-10-060603,2010-03-18,2010-03-12,2010-03-18T20:16:34.000Z,34,8-K,000-24435,10691756,5.02,8-K,17109,0,0,,d8k.htm,FORM 8-K,False
0001193125-10-070016,2010-03-29,2010-03-23,2010-03-29T20:23:16.000Z,34,8-K,000-24435,10710949,"5.02,9.01",8-K,54287,0,0,,d8k.htm,FORM 8-K,False
0001193125-10-076809,2010-04-05,2010-03-30,2010-04-05T21:16:03.000Z,34,8-K,000-24435,10731980,"5.02,9.01",8-K,103597,0,0,,d8k.htm,FORM 8-K,False
0001193125-10-108921,2010-05-05,2010-04-29,2010-05-05T20:30:37.000Z,34,8-K,000-24435,10802248,"2.02,9.01",8-K,248298,0,0,,d8k.htm,FORM 8-K,False
0001193125-10-123360,2010-05-18,2010-05-12,2010-05-18T20:26:21.000Z,34,8-K,000-24435,10842840,5.07,8-K,26467,0,0,,d8k.htm,FORM 8-K,False
0001193125-10-161881,2010-07-20,2010-07-14,2010-07-20T21:20:43.000Z,34,8-K,000-24435,10961096,5.02,8-K,17756,0,0,,d8k.htm,FORM 8-K,False
0001193125-10-177298,2010-08-04,2010-08-02,2010-08-04T20:38:40.000Z,34,8-K,000-24435,10991519,"2.02,9.01",8-K,382519,0,0,,d8k.htm,FORM 8-K,False
0001193125-10-250131,2010-11-05,2010-11-01,2010-11-05T20:23:11.000Z,34,8-K,000-24435,101169060,"2.02,9.01",8-K,392724,0,0,,d8k.htm,FORM 8-K,False
0001193125-11-000170,2011-01-03,2010-12-30,2011-01-03T14:16:25.000Z,34,8-K,000-24435,11500367,5.02,8-K,14952,0,0,,d8k.htm,FORM 8-K,False
0001193125-11-015984,2011-01-27,2011-01-25,2011-01-27T21:16:04.000Z,34,8-K,000-24435,11552414,"2.02,9.01",8-K,389618,0,0,,d8k.htm,FORM 8-K,False
0001193125-11-064022,2011-03-11,2011-03-07,2011-03-11T21:20:34.000Z,34,8-K,000-24435,11682414,5.02,8-K,16570,0,0,,d8k.htm,FORM 8-K,False
0001193125-11-078146,2011-03-25,2011-03-21,2011-03-25T20:26:38.000Z,34,8-K,000-24435,11712779,5.02,8-K,16742,0,0,,d8k.htm,FORM 8-K,False
0001193125-11-134228,2011-05-10,2011-05-04,2011-05-10T20:17:45.000Z,34,8-K,000-24435,11828421,"2.02,9.01",8-K,221669,0,0,,d8k.htm,FORM 8-K,False
0001193125-11-139578,2011-05-13,2011-05-09,2011-05-13T20:17:15.000Z,34,8-K,000-24435,11841256,5.07,8-K,43751,0,0,,d8k.htm,FORM 8-K,False
0001193125-11-198772,2011-07-27,2011-07-26,2011-07-27T19:00:52.000Z,34,8-K,000-24435,11989913,5.02,8-K,18182,0,0,,d8k.htm,FORM 8-K,False
0001193125-11-210600,2011-08-04,2011-08-02,2011-08-04T21:20:38.000Z,34,8-K,000-24435,111011485,"2.02,9.01",8-K,326732,0,0,,d8k.htm,FORM 8-K,False
0001193125-11-291018,2011-11-02,2011-10-31,2011-11-01T22:00:34.000Z,34,8-K,000-24435,111172436,"2.02,9.01",8-K,337798,0,0,,d249825d8k.htm,FORM 8-K,False
0001193125-12-034932,2012-02-02,2012-01-30,2012-02-02T00:35:47.000Z,34,8-K,000-24435,12563953,"2.02,9.01",8-K,663669,0,0,,d292758d8k.htm,FORM 8-K,False
0001193125-12-104650,2012-03-09,2012-03-05,2012-03-09T00:45:14.000Z,34,8-K,000-24435,12678690,5.02,8-K,16515,0,0,,d312951d8k.htm,FORM 8-K,False
0001193125-12-134440,2012-03-27,2012-03-21,2012-03-27T20:30:54.000Z,34,8-K,000-24435,12717478,"5.02,9.01",8-K,21699,0,0,,d323956d8k.htm,FORM 8-K,False
0001193125-12-162675,2012-04-13,2012-04-09,2012-04-13T20:26:00.000Z,34,8-K,000-24435,12758965,5.02,8-K,19670,0,0,,d333423d8k.htm,FORM 8-K,False
0001193125-12-217875,2012-05-08,2012-05-02,2012-05-08T18:01:39.000Z,34,8-K,000-24435,12820781,"2.02,9.01",8-K,218484,0,0,,d347301d8k.htm,FORM 8-K,False
0001193125-12-234855,2012-05-15,2012-05-09,2012-05-15T21:22:42.000Z,34,8-K,000-24435,12846178,"5.02,5.07",8-K,37071,0,0,,d353531d8k.htm,FORM 8-K,False
0001193125-12-329342,2012-08-02,2012-07-30,2012-08-01T22:31:28.000Z,34,8-K,000-24435,121001302,"2.02,9.01",8-K,328975,0,0,,d388915d8k.htm,FORM 8-K,False
0001193125-12-429476,2012-10-22,2012-10-19,2012-10-22T12:56:33.000Z,34,8-K,000-24435,121153720,5.02,8-K,25342,0,0,,d427344d8k.htm,FORM 8-K,False
0001193125-12-448558,2012-11-02,2012-10-29,2012-11-02T16:35:39.000Z,34,8-K,000-24435,121175891,"2.02,9.01",8-K,334100,0,0,,d431576d8k.htm,FORM 8-K,False
0001193125-12-474201,2012-11-16,2012-11-09,2012-11-16T22:01:39.000Z,34,8-K,000-24435,121212302,"5.02,9.01",8-K,67286,0,0,,d439098d8k.htm,FORM 8-K,False
0001193125-12-516543,2012-12-28,2012-12-26,2012-12-27T23:01:37.000Z,34,8-K,000-24435,121288272,"5.02,9.01",8-K,86933,0,0,,d458558d8k.htm,FORM 8-K,False
0001193125-13-034610,2013-02-01,2013-01-28,2013-02-01T21:12:40.000Z,34,8-K,000-24435,13566872,"2.02,9.01",8-K,332919,0,0,,d477093d8k.htm,FORM 8-K,False
0001193125-13-074228,2013-02-25,2013-02-19,2013-02-25T21:52:34.000Z,34,8-K,000-24435,13639693,5.02,8-K,15536,0,0,,d493160d8k.htm,FORM 8-K,False
0001193125-13-087661,2013-03-01,2013-02-25,2013-03-01T21:06:19.000Z,34,8-K,000-24435,13657643,"1.01,9.01",8-K,460715,0,0,,d493539d8k.htm,FORM 8-K,False
0001193125-13-110217,2013-03-15,2013-03-15,2013-03-15T21:10:59.000Z,34,8-K,000-24435,13695046,2.01,8-K,14944,0,0,,d504726d8k.htm,FORM 8-K,False
0001193125-13-127022,2013-03-26,2013-03-21,2013-03-26T21:17:38.000Z,34,8-K,000-24435,13717637,"4.01,9.01",8-K,23667,0,0,,d508968d8k.htm,FORM 8-K,False
0001193125-13-142351,2013-04-04,2013-03-30,2013-04-04T21:15:18.000Z,34,8-K,000-24435,13743771,"5.02,9.01",8-K,68052,0,0,,d516727d8k.htm,FORM 8-K,False
0001193125-13-158987,2013-04-17,2013-04-11,2013-04-17T21:20:26.000Z,34,8-K,000-24435,13767633,5.02,8-K,16967,0,0,,d522999d8k.htm,FORM 8-K,False
0001193125-13-199320,2013-05-03,2013-04-29,2013-05-03T20:46:46.000Z,34,8-K,000-24435,13813278,"2.02,9.01",8-K,167860,0,0,,d532003d8k.htm,FORM 8-K,False
0001193125-13-227982,2013-05-20,2013-05-15,2013-05-20T21:00:45.000Z,34,8-K,000-24435,13859085,5.07,8-K,31868,0,0,,d540600d8k.htm,FORM 8-K,False
0001193125-13-315316,2013-08-01,2013-07-29,2013-08-01T21:23:34.000Z,34,8-K,000-24435,131003537,"2.02,9.01",8-K,203272,0,0,,d577389d8k.htm,FORM 8-K,False
0001193125-13-361481,2013-09-09,2013-09-04,2013-09-09T20:38:04.000Z,34,8-K,000-24435,131086001,"5.02,9.01",8-K,301114,0,0,,d593608d8k.htm,FORM 8-K,False
0001193125-13-418752,2013-10-30,2013-10-28,2013-10-30T20:49:33.000Z,34,8-K,000-24435,131179882,"2.02,9.01",8-K,177477,0,0,,d620662d8k.htm,FORM 8-K,False
0001193125-13-458488,2013-12-02,2013-11-29,2013-12-02T13:15:36.000Z,34,8-K,000-24435,131250683,"5.02,9.01",8-K,27349,0,0,,d637994d8k.htm,FORM 8-K,False
0001193125-14-003039,2014-01-06,2013-12-30,2014-01-06T22:17:32.000Z,34,8-K,000-24435,14510902,5.02,8-K,13955,0,0,,d653089d8k.htm,FORM 8-K,False
0001193125-14-031030,2014-01-31,2014-01-27,2014-01-31T21:40:36.000Z,34,8-K,000-24435,14565244,"2.02,5.02,9.01",8-K,223066,0,0,,d665505d8k.htm,FORM 8-K,False
0001193125-14-089234,2014-03-07,2014-03-03,2014-03-07T21:36:37.000Z,34,8-K,000-24435,14677769,5.02,8-K,16948,0,0,,d689691d8k.htm,FORM 8-K,False
0001193125-14-138726,2014-04-10,2014-04-05,2014-04-10T20:44:33.000Z,34,8-K,000-24435,14757420,5.02,8-K,14366,0,0,,d709285d8k.htm,FORM 8-K,False
0001193125-14-157242,2014-04-24,2014-04-23,2014-04-24T20:38:32.000Z,34,8-K,000-24435,14782125,5.07,8-K,23690,0,0,,d713703d8k.htm,FORM 8-K,False
0001193125-14-161274,2014-04-28,2014-04-25,2014-04-28T12:10:35.000Z,34,8-K,000-24435,14787453,"2.02,5.02,9.01",8-K,207315,0,0,,d717141d8k.htm,8-K,False
0001193125-14-282379,2014-07-28,2014-07-28,2014-07-28T20:23:38.000Z,34,8-K,000-24435,14997083,"2.02,9.01",8-K,243371,0,0,,d764187d8k.htm,FORM 8-K,False
0001193125-14-334544,2014-09-08,2014-09-05,2014-09-08T12:26:34.000Z,34,8-K,000-24435,141089275,5.02,8-K,15124,0,0,,d784829d8k.htm,FORM 8-K,False
0001193125-14-367916,2014-10-09,2014-09-28,2014-10-09T21:04:37.000Z,34,8-K,000-24435,141150631,2.05,8-K,16245,0,0,,d799582d8k.htm,FORM 8-K,False
0001193125-14-383321,2014-10-27,2014-10-27,2014-10-27T20:29:34.000Z,34,8-K,000-24435,141174812,"2.02,9.01",8-K,247364,0,0,,d810175d8k.htm,FORM 8-K,False
0001193125-14-420822,2014-11-21,2014-11-19,2014-11-21T13:05:33.000Z,34,8-K,000-24435,141241109,5.02,8-K,14684,0,0,,d825482d8k.htm,FORM 8-K,False
0001193125-14-446102,2014-12-18,2014-12-15,2014-12-18T13:01:35.000Z,34,8-K,000-24435,141294241,5.02,8-K,14601,0,0,,d839388d8k.htm,FORM 8-K,False
0001193125-15-020436,2015-01-26,2015-01-26,2015-01-26T21:43:33.000Z,34,8-K,000-24435,15548995,"2.02,9.01",8-K,267359,0,0,,d857356d8k.htm,FORM 8-K,False
