report_date_as_yyyy_mm_dd,market_and_exchange_names,noncomm_positions_long_all,noncomm_positions_short_all,comm_positions_long_all,comm_positions_short_all,open_interest_all,date,spec_net,comm_net
2010-08-10T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,46616,5437,16265,85481,105543,2010-08-10,41179,-69216
2010-08-17T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,34446,4932,22906,73403,94908,2010-08-17,29514,-50497
2010-08-24T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,24889,8742,33640,67045,94976,2010-08-24,16147,-33405
2010-08-31T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,26957,31721,42949,56058,108003,2010-08-31,-4764,-13109
2010-09-07T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,27734,27282,43989,62136,107378,2010-09-07,452,-18147
2010-09-14T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,29057,11362,44462,80313,110946,2010-09-14,17695,-35851
2010-09-21T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,46985,17170,17441,70177,101524,2010-09-21,29815,-52736
2010-09-28T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,43078,15208,17957,72977,101260,2010-09-28,27870,-55020
2010-10-05T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,62909,20231,16843,85492,120045,2010-10-05,42678,-68649
2010-10-12T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,63283,19497,19986,89438,123851,2010-10-12,43786,-69452
2010-10-19T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,47852,17112,22985,80111,112791,2010-10-19,30740,-57126
2010-10-26T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,37802,17927,23710,69433,102269,2010-10-26,19875,-45723
2010-11-02T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,41890,18525,21972,70265,104809,2010-11-02,23365,-48293
2010-11-09T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,62533,25195,23211,86147,128710,2010-11-09,37338,-62936
2010-11-16T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,58390,19949,25324,87484,124587,2010-11-16,38441,-62160
2010-11-23T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,36797,14298,30250,72936,105442,2010-11-23,22499,-42686
2010-11-30T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,30999,11844,29282,70943,100245,2010-11-30,19155,-41661
2010-12-07T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,47003,13281,28147,85525,114999,2010-12-07,33722,-57378
2010-12-14T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,44840,11444,45814,107497,142291,2010-12-14,33396,-61683
2010-12-21T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,39665,14717,12976,63827,91294,2010-12-21,24948,-50851
2010-12-28T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,58142,23355,13470,75069,113223,2010-12-28,34787,-61599
2011-01-04T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,65421,27073,12903,78154,120758,2011-01-04,38348,-65251
2011-01-11T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,70872,23115,12570,89446,129480,2011-01-11,47757,-76876
2011-01-18T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,67614,23559,13829,89185,128185,2011-01-18,44055,-75356
2011-01-25T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,54075,22356,16727,81426,117899,2011-01-25,31719,-64699
2011-02-01T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,55186,21372,15872,82109,119488,2011-02-01,33814,-66237
2011-02-08T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,72899,33109,17467,93827,141604,2011-02-08,39790,-76360
2011-02-15T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,77018,4928,17558,119384,140822,2011-02-15,72090,-101826
2011-02-22T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,72774,4426,17913,119042,140610,2011-02-22,68348,-101129
2011-03-01T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,78365,5538,16779,123061,148414,2011-03-01,72827,-106282
2011-03-08T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,81253,3709,37451,152641,174715,2011-03-08,77544,-115190
2011-03-15T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,60789,3798,74231,165059,189157,2011-03-15,56991,-90828
2011-03-22T00:00:00.000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,49722,3745,21588,99515,118442,2011-03-22,45977,-77927
