date,close,shares_volume,dollar_volume
2024-01-11,26.6299991607666,37657300,1002813867.3967361
2024-01-12,24.969999313354492,22991900,574107727.2127151
2024-01-16,24.719999313354492,15078200,372733093.6466217
2024-01-17,24.40999984741211,13964500,340873442.8691864
2024-01-18,23.34000015258789,17823200,415993490.7196045
2024-01-19,23.799999237060547,18284100,435161566.05033875
2024-01-22,22.950000762939453,17222100,395247208.13941956
2024-01-23,22.31999969482422,13431700,299795539.90097046
2024-01-24,22.600000381469727,11929100,269597664.5505905
2024-01-25,22.760000228881836,8954900,203813526.04961395
2024-01-26,23.989999771118164,20273800,486368457.35969543
2024-01-29,24.670000076293945,19012900,469048244.45056915
2024-01-30,24.8799991607666,15541300,386667530.957222
2024-01-31,24.299999237060547,13369300,324873979.80003357
2024-02-01,24.540000915527344,12411400,304575767.3629761
2024-02-02,24.5,10329000,253060500.0
2024-02-05,24.190000534057617,6807500,164673428.63559723
2024-02-06,24.600000381469727,7352900,180881342.80490875
2024-02-07,25.219999313354492,13952200,351874474.41978455
2024-02-08,26.030000686645508,18568500,483338067.7499771
2024-02-09,27.149999618530273,20742800,563167012.0872498
2024-02-12,28.65999984741211,35138600,1007072270.6382751
2024-02-13,28.219999313354492,20913600,590181777.6397705
2024-02-14,29.549999237060547,28134500,831374453.53508
2024-02-15,29.520000457763672,22844700,674375554.4574738
2024-02-16,29.6200008392334,15976500,473223943.4080124
2024-02-20,29.670000076293945,21166400,628007089.6148682
2024-02-21,29.079999923706055,17664400,513680750.65231323
2024-02-22,29.719999313354492,15468400,459720837.3786926
2024-02-23,29.15999984741211,13285800,387413925.9727478
2024-02-26,31.1200008392334,42806400,1332135203.9245605
2024-02-27,32.59000015258789,42006400,1368988582.409668
2024-02-28,34.45000076293945,96833400,3335910703.8780212
2024-02-29,35.41999816894531,53837500,1906924151.4205933
2024-03-01,35.9900016784668,35133600,1264458322.970581
2024-03-04,38.650001525878906,63439000,2451917446.800232
2024-03-05,35.31999969482422,107143600,3784311919.302368
2024-03-06,38.290000915527344,45934300,1758824389.0541077
2024-03-07,38.630001068115234,41450800,1601244448.274231
2024-03-08,39.54999923706055,89934000,3556889631.385803
2024-03-11,41.119998931884766,74430400,3060577968.499756
2024-03-12,40.72999954223633,98022800,3992468599.128723
2024-03-13,41.95000076293945,59347000,2489606695.2781677
2024-03-14,39.5099983215332,99521100,3932078493.957138
2024-03-15,39.38999938964844,68768300,2708783295.0271606
2024-03-18,38.13999938964844,53201600,2029108991.5283203
2024-03-19,36.70000076293945,69685200,2557446893.1655884
2024-03-20,37.54999923706055,71309300,2677664160.5953217
2024-03-21,37.150001525878906,47085900,1749241256.8473816
2024-03-22,36.40999984741211,39957400,1454848927.9029846
2024-03-25,40.54999923706055,64562000,2617989050.743103
2024-03-26,39.630001068115234,44351400,1757646029.372406
2024-03-27,39.130001068115234,46746900,1829206246.931076
2024-03-28,40.470001220703125,44620800,1805803830.46875
2024-04-01,39.75,34652000,1377417000.0
2024-04-02,37.599998474121094,34073400,1281159788.0081177
2024-04-03,37.540000915527344,29387400,1103203022.9049683
2024-04-04,39.08000183105469,44185500,1726769420.906067
2024-04-05,38.40999984741211,28670500,1101233900.625229
2024-04-08,40.95000076293945,40056700,1640321895.5608368
2024-04-09,39.33000183105469,35513700,1396753886.0275269
2024-04-10,40.0,38908000,1556320000.0
2024-04-11,40.16999816894531,27725500,1113733284.2330933
2024-04-12,38.13999938964844,57221400,2182424161.074829
2024-04-15,36.08000183105469,46360300,1672679708.8882446
2024-04-16,35.75,35341700,1263465775.0
2024-04-17,34.7599983215332,52597900,1828302915.7161713
2024-04-18,36.209999084472656,35544200,1287055449.458313
2024-04-19,36.66999816894531,34806700,1276361625.2670288
2024-04-22,37.93000030517578,29881100,1133390132.118988
2024-04-23,37.900001525878906,17572300,665990196.8132019
2024-04-24,36.40999984741211,32178000,1171600975.0900269
2024-04-25,36.86000061035156,25317100,933188321.4523315
2024-04-26,36.31999969482422,20226000,734608313.8275146
2024-04-29,35.869998931884766,21694900,778196039.8273468
2024-04-30,33.56999969482422,41584300,1395984938.3094788
2024-05-01,32.38999938964844,45405600,1470687356.286621
2024-05-02,33.79999923706055,23146300,782344922.3407745
2024-05-03,35.400001525878906,26368300,933437860.2348328
2024-05-06,36.0099983215332,27166600,978269220.4017639
2024-05-07,35.93000030517578,14753300,530086073.50234985
2024-05-08,35.380001068115234,14277700,505145041.2502289
2024-05-09,35.58000183105469,16930100,602372988.999939
2024-05-10,34.58000183105469,28986000,1002335933.0749512
2024-05-13,36.0,17204900,619376400.0
2024-05-14,35.06999969482422,13742700,481956484.8060608
2024-05-15,37.66999816894531,40518600,1526335587.8082275
2024-05-16,37.150001525878906,22092100,820721548.7098694
2024-05-17,38.279998779296875,25516900,976786900.8514404
2024-05-20,39.970001220703125,32788600,1310560382.0251465
2024-05-21,39.470001220703125,29875200,1179174180.46875
2024-05-22,39.709999084472656,20566800,816707609.1705322
2024-05-23,38.27000045776367,23933800,915946536.9560242
2024-05-24,39.459999084472656,19910900,785684095.7710266
2024-05-28,38.97999954223633,19703200,768030726.9805908
2024-05-29,38.31999969482422,14675500,562365155.5213928
2024-05-30,39.15999984741211,25868100,1012994792.0528412
2024-05-31,38.54999923706055,23144700,892228167.3419952
2024-06-03,39.439998626708984,27654000,1090673722.0230103
2024-06-04,40.16999816894531,40569500,1629676740.7150269
2024-06-05,40.66999816894531,30997600,1260672335.2416992
2024-06-06,40.15999984741211,20193000,810950876.9187927
2024-06-07,39.41999816894531,35710300,1407699960.6124878
2024-06-10,39.59000015258789,15645900,619421183.3873749
2024-06-11,38.43000030517578,29402900,1129953455.973053
2024-06-12,38.45000076293945,27518600,1058090190.9950256
2024-06-13,37.900001525878906,24858500,942137187.9310608
2024-06-14,37.29999923706055,22309000,832125682.9795837
2024-06-17,37.97999954223633,17785600,675497079.8583984
2024-06-18,36.63999938964844,25778200,944513232.2662354
2024-06-20,37.040000915527344,15271100,565641557.9811096
2024-06-21,36.58000183105469,20912400,764975630.291748
2024-06-24,33.76499938964844,46597000,1573347676.5594482
2024-06-25,35.29999923706055,31208500,1101660026.189804
2024-06-26,34.709999084472656,13026600,452153274.0737915
2024-06-27,34.97999954223633,14788800,517312217.2302246
2024-06-28,34.13999938964844,18313100,625209222.8225708
2024-07-01,36.0,18509900,666356400.0
2024-07-02,35.220001220703125,13772200,485056900.8117676
2024-07-03,34.439998626708984,12793300,440601234.43107605
2024-07-05,32.20000076293945,47018300,1513989295.872116
2024-07-08,32.15999984741211,28999100,932611051.5750885
2024-07-09,32.959999084472656,17924500,590791503.5896301
2024-07-10,32.66999816894531,17248800,563518264.4165039
2024-07-11,32.70000076293945,21952200,717836956.7481995
2024-07-12,32.849998474121094,16921000,555854824.180603
2024-07-15,36.150001525878906,34245900,1237989337.2550964
2024-07-16,37.16999816894531,27810500,1033716234.0774536
2024-07-17,36.84000015258789,32704100,1204819048.9902496
2024-07-18,36.220001220703125,22725800,823128503.7414551
2024-07-19,38.400001525878906,46756100,1795434311.3441467
2024-07-22,38.93000030517578,24116200,938843673.3596802
2024-07-23,37.34000015258789,35482200,1324905353.414154
2024-07-24,37.41999816894531,23403000,875740217.1478271
2024-07-25,36.83000183105469,21928800,807637744.152832
2024-07-26,38.790000915527344,28993200,1124646254.5440674
2024-07-29,38.34000015258789,38158700,1463004563.8225555
2024-07-30,37.54999923706055,19556000,734327785.079956
