report_date_as_yyyy_mm_dd,market_and_exchange_names,noncomm_positions_long_all,noncomm_positions_short_all,comm_positions_long_all,comm_positions_short_all,open_interest_all,date,spec_net,comm_net
2011-06-07T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,35883,18252,40964,53425,106199,2011-06-07,17631,-12461
2011-06-14T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,38618,13850,27559,47182,94483,2011-06-14,24768,-19623
2011-06-21T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,47074,14480,23172,55263,99071,2011-06-21,32594,-32091
2011-06-28T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,34319,20696,37464,41037,94286,2011-06-28,13623,-3573
2011-07-05T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,34595,20268,37001,43359,94901,2011-07-05,14327,-6358
2011-07-12T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,52277,23989,31775,59654,115846,2011-07-12,28288,-27879
2011-07-19T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,63535,21380,31874,78836,129653,2011-07-19,42155,-46962
2011-07-26T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,72114,20812,31950,86498,138932,2011-07-26,51302,-54548
2011-08-02T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,78855,20022,31542,96406,148888,2011-08-02,58833,-64864
2011-08-09T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,53386,11237,33208,83110,119904,2011-08-09,42149,-49902
2011-08-16T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,59060,11712,34111,88078,126262,2011-08-16,47348,-53967
2011-08-23T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,60831,13692,40500,89204,131217,2011-08-23,47139,-48704
2011-08-30T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,54136,12951,40060,84413,126128,2011-08-30,41185,-44353
2011-09-06T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,48125,15338,47213,75362,123412,2011-09-06,32787,-28149
2011-09-13T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,53778,18823,69951,101512,151535,2011-09-13,34955,-31561
2011-09-20T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,63888,18271,35079,82253,127828,2011-09-20,45617,-47174
2011-09-27T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,61166,18844,37340,77590,125732,2011-09-27,42322,-40250
2011-10-04T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,60867,17405,46805,86267,134724,2011-10-04,43462,-39462
2011-10-11T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,54190,19071,73150,105272,153849,2011-10-11,35119,-32122
2011-10-18T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,49047,22140,78263,100223,152255,2011-10-18,26907,-21960
2011-10-25T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,75999,21720,56542,114802,165616,2011-10-25,54279,-58260
2011-11-01T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,43671,17767,68980,93739,138045,2011-11-01,25904,-24759
2011-11-08T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,44320,16243,70785,95839,138981,2011-11-08,28077,-25054
2011-11-15T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,49916,16236,71117,100819,142233,2011-11-15,33680,-29702
2011-11-22T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,57018,13838,71333,111966,149571,2011-11-22,43180,-40633
2011-11-29T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,56162,15615,90534,125881,166279,2011-11-29,40547,-35347
2011-12-06T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,56817,18546,102825,135080,178625,2011-12-06,38271,-32255
2011-12-13T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,52249,16649,127716,154671,204818,2011-12-13,35600,-26955
2011-12-20T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,52148,27672,62663,79993,132006,2011-12-20,24476,-17330
2011-12-27T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,52691,30106,64648,76831,132557,2011-12-27,22585,-12183
2012-01-03T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,72986,16505,64329,115986,158719,2012-01-03,56481,-51657
2012-01-10T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,76671,17014,63448,120176,163533,2012-01-10,59657,-56728
2012-01-17T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,78355,19493,64244,124129,168070,2012-01-17,58862,-59885
2012-01-24T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,66194,21827,64774,100438,152061,2012-01-24,44367,-35664
2012-01-31T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,81054,24385,65159,118220,172967,2012-01-31,56669,-53061
2012-02-07T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,84847,29676,67345,117566,178512,2012-02-07,55171,-50221
2012-02-14T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,64096,34637,69188,83587,153683,2012-02-14,29459,-14399
2012-02-21T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,62062,44805,72539,66143,150551,2012-02-21,17257,6396
2012-02-28T00:00:00.000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,51558,52761,83362,52335,148310,2012-02-28,-1203,31027
