report_date_as_yyyy_mm_dd,market_and_exchange_names,noncomm_positions_long_all,noncomm_positions_short_all,comm_positions_long_all,comm_positions_short_all,open_interest_all,date,spec_net,comm_net
2010-10-26T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,21577,5706,1573,19978,26754,2010-10-26,15871,-18405
2010-11-02T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,23393,4245,1356,22906,28353,2010-11-02,19148,-21550
2010-11-09T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,26965,4715,991,25931,31494,2010-11-09,22250,-24940
2010-11-16T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,28915,5470,1200,27077,33423,2010-11-16,23445,-25877
2010-11-23T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,26095,5026,1644,25160,30969,2010-11-23,21069,-23516
2010-11-30T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,22982,4537,1301,21802,27575,2010-11-30,18445,-20501
2010-12-07T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,22024,3763,2185,22194,27595,2010-12-07,18261,-20009
2010-12-14T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,21314,8793,985,14758,24510,2010-12-14,12521,-13773
2010-12-21T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,17780,10414,5150,13326,25081,2010-12-21,7366,-8176
2010-12-28T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,18570,10455,3991,13434,25090,2010-12-28,8115,-9443
2011-01-04T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,21162,10431,2210,15002,26443,2011-01-04,10731,-12792
2011-01-11T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,20943,11323,2746,15156,27358,2011-01-11,9620,-12410
2011-01-18T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,21224,9977,2761,16664,27636,2011-01-18,11247,-13903
2011-01-25T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,18507,9880,3744,15179,26199,2011-01-25,8627,-11435
2011-02-01T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,20041,9771,3486,16667,27450,2011-02-01,10270,-13181
2011-02-08T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,20804,9947,3468,16994,27897,2011-02-08,10857,-13526
2011-02-15T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,18018,8208,6570,18389,27735,2011-02-15,9810,-11819
2011-02-22T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,15975,7874,8466,18270,27830,2011-02-22,8101,-9804
2011-03-01T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,15326,7915,8738,17260,26966,2011-03-01,7411,-8522
2011-03-08T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,13467,9121,10783,15449,27699,2011-03-08,4346,-4666
2011-03-15T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,7277,10086,5986,3295,15851,2011-03-15,-2809,2691
2011-03-22T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,6005,7487,5713,3736,13974,2011-03-22,-1482,1977
2011-03-29T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,6598,6359,4356,4767,13401,2011-03-29,239,-411
2011-04-05T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,10129,7434,2772,7022,16197,2011-04-05,2695,-4250
2011-04-12T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,14233,7897,3348,11788,21143,2011-04-12,6336,-8440
2011-04-19T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,17722,8383,3666,15986,25789,2011-04-19,9339,-12320
2011-04-26T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,19205,7748,3523,18088,27220,2011-04-26,11457,-14565
2011-05-03T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,22522,9722,4593,20380,31620,2011-05-03,12800,-15787
2011-05-10T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,22828,9114,3826,20049,30504,2011-05-10,13714,-16223
2011-05-17T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,22518,9894,3827,18443,29636,2011-05-17,12624,-14616
2011-05-24T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,23234,9358,4023,20138,30930,2011-05-24,13876,-16115
2011-05-31T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,23579,7855,3089,21686,30915,2011-05-31,15724,-18597
2011-06-07T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,23573,7569,8573,28106,37227,2011-06-07,16004,-19533
2011-06-14T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,23520,4302,3507,26051,31432,2011-06-14,19218,-22544
2011-06-21T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,22942,4093,2970,24942,30261,2011-06-21,18849,-21972
2011-06-28T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,22242,3878,2998,24437,29652,2011-06-28,18364,-21439
2011-07-05T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,22648,3662,3381,25687,30520,2011-07-05,18986,-22306
2011-07-12T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,22687,3103,2838,25417,29745,2011-07-12,19584,-22579
2011-07-19T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,23364,1926,2745,27376,31072,2011-07-19,21438,-24631
2011-07-26T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,25241,1950,2498,29111,32793,2011-07-26,23291,-26613
2011-08-02T00:00:00.000,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,25808,1682,2540,30637,33788,2011-08-02,24126,-28097
