date,close,shares_volume,dollar_volume
2024-01-11,46.529998779296875,964400,44873530.822753906
2024-01-12,43.86000061035156,1041800,45693348.63586426
2024-01-16,43.41999816894531,862100,37432380.421447754
2024-01-17,42.810001373291016,908800,38905729.248046875
2024-01-18,40.849998474121094,1648900,67357562.48397827
2024-01-19,41.564998626708984,1742400,72422853.60717773
2024-01-22,40.20000076293945,211000,8482200.160980225
2024-01-23,39.16999816894531,123900,4853162.773132324
2024-01-24,39.560001373291016,56900,2250964.078140259
2024-01-25,39.779998779296875,152800,6078383.8134765625
2024-01-26,41.97999954223633,289100,12136417.867660522
2024-01-29,43.150001525878906,332300,14338745.50704956
2024-01-30,43.56999969482422,923300,40228180.7182312
2024-01-31,42.4900016784668,316500,13448085.531234741
2024-02-01,43.02000045776367,328800,14144976.150512695
2024-02-02,42.95000076293945,552800,23742760.42175293
2024-02-05,42.38999938964844,273400,11589425.833129883
2024-02-06,43.130001068115234,368300,15884779.39338684
2024-02-07,44.18000030517578,495400,21886772.151184082
2024-02-08,45.59000015258789,392100,17875839.059829712
2024-02-09,47.59000015258789,827000,39356930.126190186
2024-02-12,50.27000045776367,661000,33228470.302581787
2024-02-13,49.4900016784668,152600,7552174.256134033
2024-02-14,51.790000915527344,1078200,55839978.98712158
2024-02-15,51.83000183105469,170500,8837015.312194824
2024-02-16,51.95000076293945,218700,11361465.166854858
2024-02-20,52.0099983215332,595300,30961552.000808716
2024-02-21,51.0,646500,32971500.0
2024-02-22,52.040000915527344,253900,13212956.232452393
2024-02-23,51.130001068115234,397700,20334401.42478943
2024-02-26,54.52000045776367,1105600,60277312.506103516
2024-02-27,57.099998474121094,743900,42476688.86489868
2024-02-28,60.400001525878906,2691900,162590764.10751343
2024-02-29,62.06999969482422,772900,47973902.76412964
2024-03-01,63.09000015258789,368400,23242356.05621338
2024-03-04,67.75,763600,51733900.0
2024-03-05,61.970001220703125,1956900,121269095.38879395
2024-03-06,67.08999633789062,527200,35369846.06933594
2024-03-07,67.79000091552734,483400,32769686.442565918
2024-03-08,69.37999725341797,1693000,117460335.35003662
2024-03-11,72.1500015258789,893200,64444381.36291504
2024-03-12,71.44000244140625,2106600,150495509.1430664
2024-03-13,73.61000061035156,1023600,75347196.62475586
2024-03-14,69.33999633789062,1500200,104023862.50610352
2024-03-15,69.13999938964844,909800,62903571.44470215
2024-03-18,66.91000366210938,516700,34572398.892211914
2024-03-19,64.37000274658203,520600,33511023.429870605
2024-03-20,65.93000030517578,1023900,67505727.31246948
2024-03-21,65.30000305175781,630300,41158591.92352295
2024-03-22,63.97999954223633,711500,45521769.67430115
2024-03-25,71.16999816894531,1028800,73219694.11621094
2024-03-26,69.56999969482422,607000,42228989.8147583
2024-03-27,68.70999908447266,595900,40944288.454437256
2024-03-28,71.01000213623047,421200,29909412.899780273
2024-04-01,69.80000305175781,271700,18964660.829162598
2024-04-02,65.95999908447266,307800,20302487.718200684
2024-04-03,65.87000274658203,245000,16138150.672912598
2024-04-04,68.58000183105469,383800,26321004.70275879
2024-04-05,67.41000366210938,324400,21867805.18798828
2024-04-08,71.80000305175781,427800,30716041.305541992
2024-04-09,69.0199966430664,382100,26372540.717315674
2024-04-10,70.08999633789062,286500,20080783.950805664
2024-04-11,70.51000213623047,294600,20772246.629333496
2024-04-12,66.88999938964844,818100,54722708.50067139
2024-04-15,63.33000183105469,295900,18739347.541809082
2024-04-16,62.75,293700,18429675.0
2024-04-17,61.02000045776367,568700,34702074.2603302
2024-04-18,63.54999923706055,230000,14616499.824523926
2024-04-19,64.36000061035156,221000,14223560.134887695
2024-04-22,66.56999969482422,248000,16509359.924316406
2024-04-23,66.5199966430664,142400,9472447.521972656
2024-04-24,63.86000061035156,334400,21354784.204101562
2024-04-25,64.75,198700,12865825.0
2024-04-26,63.77000045776367,297800,18990706.13632202
2024-04-29,62.91999816894531,110500,6952659.797668457
2024-04-30,59.02000045776367,438600,25886172.200775146
2024-05-01,56.90999984741211,406300,23122532.93800354
2024-05-02,59.470001220703125,437000,25988390.533447266
2024-05-03,62.22999954223633,562400,34998151.74255371
2024-05-06,63.189998626708984,206500,13048734.716415405
2024-05-07,63.11000061035156,149800,9453878.091430664
2024-05-08,62.16999816894531,65000,4041049.8809814453
2024-05-09,62.54999923706055,97800,6117389.9253845215
2024-05-10,60.70000076293945,260200,15794140.198516846
2024-05-13,63.20000076293945,277000,17506400.21133423
2024-05-14,61.61000061035156,100400,6185644.061279297
2024-05-15,66.12000274658203,330400,21846048.907470703
2024-05-16,65.26000213623047,177600,11590176.379394531
2024-05-17,67.1500015258789,139800,9387570.213317871
2024-05-20,70.1500015258789,113000,7926950.172424316
2024-05-21,69.30000305175781,166600,11545380.508422852
2024-05-22,69.77999877929688,155500,10850789.810180664
2024-05-23,67.19999694824219,111400,7486079.66003418
2024-05-24,69.27999877929688,132400,9172671.838378906
2024-05-28,68.41000366210938,100300,6861523.36730957
2024-05-29,67.19000244140625,29900,2008981.0729980469
2024-05-30,68.7300033569336,132700,9120471.445465088
2024-05-31,67.62000274658203,94600,6396852.25982666
2024-06-03,69.20999908447266,110500,7647704.8988342285
2024-06-04,70.47000122070312,170900,12043323.208618164
2024-06-05,71.30000305175781,108100,7707530.3298950195
2024-06-06,70.41999816894531,82700,5823733.848571777
2024-06-07,69.13999938964844,259500,17941829.84161377
2024-06-10,69.41000366210938,63500,4407535.232543945
2024-06-11,67.44000244140625,213600,14405184.521484375
2024-06-12,67.44999694824219,267400,18036129.18395996
2024-06-13,66.54000091552734,255500,17000970.233917236
2024-06-14,65.44999694824219,153500,10046574.531555176
2024-06-17,66.68000030517578,245700,16383276.07498169
2024-06-18,64.30999755859375,197000,12669069.519042969
2024-06-20,65.08999633789062,122500,7973524.551391602
2024-06-21,64.22000122070312,89400,5741268.109130859
2024-06-24,59.34000015258789,458100,27183654.069900513
2024-06-25,61.91999816894531,235000,14551199.569702148
2024-06-26,60.95000076293945,108100,6588695.082473755
2024-06-27,61.34000015258789,163400,10022956.024932861
2024-06-28,59.75,487500,29128125.0
2024-07-01,63.18000030517578,447200,28254096.13647461
2024-07-02,61.86000061035156,169000,10454340.103149414
2024-07-03,60.400001525878906,119900,7241960.182952881
2024-07-05,56.540000915527344,515500,29146370.471954346
2024-07-08,56.5,559200,31594800.0
2024-07-09,57.86000061035156,295100,17074486.180114746
2024-07-10,57.41999816894531,776200,44569402.57873535
2024-07-11,57.369998931884766,210500,12076384.775161743
2024-07-12,57.63999938964844,311200,17937567.810058594
2024-07-15,63.45000076293945,388700,24663015.296554565
2024-07-16,65.22000122070312,616200,40188564.752197266
2024-07-17,64.66000366210938,129200,8354072.473144531
2024-07-18,63.599998474121094,124800,7937279.8095703125
2024-07-19,67.2699966430664,391300,26322749.686431885
2024-07-22,68.29000091552734,109800,7498242.100524902
2024-07-23,65.58999633789062,254300,16679536.068725586
2024-07-24,65.61000061035156,189900,12459339.115905762
2024-07-25,64.66999816894531,173900,11246112.68157959
2024-07-26,68.11000061035156,140900,9596699.085998535
2024-07-29,67.31999969482422,465000,31303799.85809326
2024-07-30,65.94000244140625,122500,8077650.299072266
2024-07-31,65.25,105800,6903450.0
2024-08-01,63.380001068115234,221400,14032332.236480713
2024-08-02,62.540000915527344,200600,12545524.183654785
2024-08-05,53.5099983215332,723100,38693079.78630066
2024-08-06,56.75,211800,12019650.0
2024-08-07,54.709999084472656,242500,13267174.77798462
2024-08-08,59.45000076293945,236600,14065870.180511475
2024-08-09,60.689998626708984,274100,16635128.623580933
2024-08-12,59.06999969482422,130800,7726355.960083008
2024-08-13,60.869998931884766,141800,8631365.84854126
2024-08-14,58.90999984741211,236800,13949887.963867188
2024-08-15,57.06999969482422,190300,10860420.941925049
2024-08-16,59.709999084472656,148900,8890818.863677979
2024-08-19,59.029998779296875,90400,5336311.8896484375
2024-08-20,59.4900016784668,129700,7715853.217697144
2024-08-21,61.61000061035156,149300,9198373.091125488
2024-08-22,60.31999969482422,82400,4970367.974853516
2024-08-23,63.65999984741211,535100,34064465.91835022
2024-08-26,63.369998931884766,166700,10563778.82194519
2024-08-27,62.150001525878906,116600,7246690.1779174805
2024-08-28,58.88999938964844,259700,15293732.8414917
2024-08-29,59.18000030517578,303100,17937458.09249878
2024-08-30,58.630001068115234,191200,11210056.204223633
2024-09-03,58.029998779296875,207500,12041224.746704102
2024-09-04,58.0099983215332,114400,6636343.807983398
2024-09-05,56.04999923706055,116100,6507404.9114227295
2024-09-06,53.47999954223633,192300,10284203.911972046
2024-09-09,57.150001525878906,207200,11841480.31616211
2024-09-10,57.93000030517578,130900,7583037.03994751
2024-09-11,57.650001525878906,72600,4185390.1107788086
2024-09-12,58.400001525878906,50900,2972560.0776672363
2024-09-13,59.779998779296875,185200,11071255.773925781
2024-09-16,58.0099983215332,70800,4107107.881164551
2024-09-17,59.90999984741211,219200,13132271.966552734
2024-09-18,60.0,123000,7380000.0
2024-09-19,63.2599983215332,91400,5781963.846588135
2024-09-20,62.880001068115234,113800,7155744.121551514
2024-09-23,63.279998779296875,36700,2322375.9552001953
2024-09-24,64.30000305175781,40000,2572000.1220703125
2024-09-25,63.189998626708984,261500,16524184.6408844
2024-09-26,64.69999694824219,290000,18762999.114990234
2024-09-27,65.66000366210938,155600,10216696.569824219
2024-09-30,63.540000915527344,66200,4206348.06060791
2024-10-01,61.77000045776367,114900,7097373.052597046
2024-10-02,60.189998626708984,121300,7301046.8334198
2024-10-03,61.02000045776367,56500,3447630.0258636475
2024-10-04,62.38999938964844,67000,4180129.9591064453
2024-10-07,63.380001068115234,140200,8885876.149749756
2024-10-08,62.25,127800,7955550.0
2024-10-09,61.0,86600,5282600.0
2024-10-10,59.70000076293945,121500,7253550.092697144
2024-10-11,63.099998474121094,176500,11137149.730682373
2024-10-14,65.94000244140625,234000,15429960.571289062
2024-10-15,67.0199966430664,300100,20112700.99258423
2024-10-16,67.75,111100,7527025.0
2024-10-17,66.87999725341797,73000,4882239.799499512
2024-10-18,68.58999633789062,308800,21180590.869140625
2024-10-21,67.73999786376953,87800,5947571.812438965
2024-10-22,67.38999938964844,65900,4441000.959777832
2024-10-23,66.4000015258789,92400,6135360.140991211
2024-10-24,68.23999786376953,134600,9185103.712463379
2024-10-25,66.75,86700,5787225.0
2024-10-28,69.63999938964844,99600,6936143.939208984
2024-10-29,72.55999755859375,240100,17421655.41381836
2024-10-30,71.80000305175781,127700,9168860.389709473
2024-10-31,69.91000366210938,168500,11779835.61706543
2024-11-01,69.16999816894531,120500,8334984.77935791
2024-11-04,67.20999908447266,164500,11056044.849395752
2024-11-05,69.31999969482422,199900,13857067.938995361
2024-11-06,76.12999725341797,401600,30573806.896972656
2024-11-07,76.4800033569336,157300,12030304.528045654
2024-11-08,76.79000091552734,197700,15181383.180999756
2024-11-11,86.9800033569336,367600,31973849.23400879
2024-11-12,89.54000091552734,351700,31491218.321990967
2024-11-13,89.7249984741211,523600,46980009.201049805
2024-11-14,87.41999816894531,223400,19529627.590942383
2024-11-15,91.43000030517578,141900,12973917.043304443
2024-11-18,91.63999938964844,152000,13929279.907226562
2024-11-19,92.54499816894531,114600,10605656.790161133
2024-11-20,94.4000015258789,146000,13782400.22277832
2024-11-21,98.12999725341797,219400,21529721.397399902
2024-11-22,99.25,255700,25378225.0
2024-11-25,94.87000274658203,326200,30946594.89593506
2024-11-26,90.83999633789062,334800,30413230.77392578
2024-11-27,96.58999633789062,340900,32927529.751586914
2024-11-29,97.01000213623047,89900,8721199.19204712
2024-12-02,95.6500015258789,357100,34156615.54489136
2024-12-03,95.5999984741211,182800,17475679.721069336
2024-12-04,98.94000244140625,298700,29553378.729248047
2024-12-05,98.86000061035156,406100,40147046.24786377
2024-12-06,101.41999816894531,205700,20862093.62335205
2024-12-09,96.06999969482422,231600,22249811.92932129
2024-12-10,96.29000091552734,203700,19614273.18649292
2024-12-11,101.2300033569336,269700,27301731.90536499
2024-12-12,99.91000366210938,282800,28254549.03564453
2024-12-13,101.55999755859375,176600,17935495.568847656
2024-12-16,105.58000183105469,456100,48155038.83514404
2024-12-17,106.43000030517578,905000,96319150.27618408
2024-12-18,100.45999908447266,723100,72642625.33798218
2024-12-19,96.12999725341797,786400,75596629.84008789
2024-12-20,96.22000122070312,460400,44299688.56201172
2024-12-23,92.91999816894531,398500,37028619.27032471
2024-12-24,98.56999969482422,81000,7984169.975280762
2024-12-26,95.38999938964844,215300,20537466.86859131
2024-12-27,94.22000122070312,185800,17506076.22680664
2024-12-30,94.2300033569336,122300,11524329.410552979
2024-12-31,93.30999755859375,83600,7800715.7958984375
2025-01-02,97.27999877929688,112400,10934271.862792969
2025-01-03,98.23999786376953,67700,6650847.855377197
2025-01-06,102.16999816894531,149000,15223329.727172852
2025-01-07,96.27999877929688,208300,20055123.74572754
2025-01-08,93.83999633789062,190700,17895287.301635742
2025-01-10,94.54000091552734,149300,14114822.136688232
2025-01-13,93.63999938964844,135900,12725675.917053223
2025-01-14,96.30000305175781,67800,6529140.20690918
2025-01-15,99.4800033569336,145600,14484288.488769531
2025-01-16,100.27999877929688,83800,8403463.897705078
2025-01-17,104.66000366210938,214800,22480968.786621094
2025-01-21,106.05999755859375,223000,23651379.455566406
2025-01-22,104.23999786376953,191400,19951535.59112549
2025-01-23,103.25,782600,80803450.0
2025-01-24,104.80000305175781,188600,19765280.575561523
2025-01-27,101.23999786376953,227800,23062471.5133667
2025-01-28,101.05000305175781,169300,17107765.516662598
2025-01-29,104.18000030517578,169300,17637674.05166626
2025-01-30,104.87000274658203,158500,16621895.435333252
2025-01-31,101.4000015258789,303600,30785040.463256836
2025-02-03,101.19000244140625,570400,57718777.392578125
2025-02-04,98.62000274658203,465900,45947059.27963257
2025-02-05,97.20999908447266,173900,16904818.840789795
2025-02-06,96.87000274658203,243900,23626593.669891357
2025-02-07,95.66999816894531,254200,24319313.5345459
2025-02-10,97.16999816894531,932000,90562438.29345703
2025-02-11,95.08000183105469,220700,20984156.40411377
2025-02-12,96.86000061035156,320400,31033944.19555664
2025-02-13,96.13999938964844,123800,11902131.924438477
2025-02-14,97.22000122070312,137300,13348306.167602539
2025-02-18,93.95999908447266,274800,25820207.748413086
2025-02-19,95.94999694824219,82700,7935064.747619629
2025-02-20,98.37000274658203,87400,8597538.24005127
2025-02-21,94.72000122070312,379700,35965184.46350098
2025-02-24,93.80000305175781,109600,10280480.334472656
2025-02-25,87.95999908447266,1554600,136742614.5767212
